MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
73.51,7.6,25.0,180.0,poisson,18.0,8.75,3.0
72.31,7.97,25.0,120.0,poisson,18.0,2.75,2.0
74.91,7.17,25.0,170.0,poisson,14.0,10.0,2.0
100.0,0.0,37.5,60.0,absolute_error,17.0,9.0,5.0
77.85,6.28,0.0,10.0,poisson,11.0,3.75,2.0
100.0,0.0,37.5,140.0,absolute_error,17.0,1.75,13.0
100.0,0.0,37.5,70.0,absolute_error,18.0,4.0,7.0
76.46,6.7,0.0,90.0,poisson,10.0,2.0,7.0
73.03,9.6,25.0,120.0,squared_error,3.0,2.0,10.491923785467694
73.36,7.65,25.0,140.0,squared_error,15.0,0.25,15.0
72.76,7.83,25.0,170.0,poisson,18.0,3.0,1.0
100.0,0.0,37.5,200.0,absolute_error,18.0,0.5,15.0
75.25,7.07,0.0,190.0,poisson,4.0,6.5,17.0
73.25,7.68,25.0,100.0,squared_error,18.0,7.5,19.0
79.66,5.74,0.0,40.0,poisson,12.0,3.0,13.0
100.0,0.0,37.5,90.0,absolute_error,12.0,5.0,10.513499842048741
100.0,0.0,37.5,10.0,absolute_error,11.0,5.25,7.0
100.0,0.0,37.5,70.0,absolute_error,7.0,5.25,2.0
73.32,7.66,25.0,30.0,squared_error,4.0,6.75,7.0
80.04,5.62,0.0,30.0,squared_error,3.0,5.25,5.0
72.2,8.01,25.0,90.0,poisson,16.0,8.0,10.0
100.0,0.0,37.5,150.0,absolute_error,7.0,4.25,12.0
100.0,0.0,37.5,140.0,absolute_error,18.0,4.75,14.0
73.46,7.61,25.0,160.0,squared_error,5.0,8.0,5.0
70.23,8.62,25.0,40.0,squared_error,11.0,4.935315470523988,15.0
100.0,0.0,37.5,120.0,absolute_error,4.0,7.25,3.0
70.13,8.65,25.0,100.0,poisson,20.0,3.0,10.508359056004375
100.0,0.0,37.5,130.0,absolute_error,17.0,8.0,14.0
99.74,0.07,0.0,160.0,absolute_error,4.0,2.5,5.0
73.89,7.48,25.0,160.0,squared_error,11.0,2.75,15.0
76.45,6.7,0.0,100.0,poisson,3.0,4.5,11.0
74.95,7.16,25.0,106.0,squared_error,12.0,0.75,16.0
73.88,7.49,25.0,180.0,squared_error,13.0,1.0,12.0
76.75,6.61,0.0,30.0,squared_error,9.0,9.75,6.0
72.86,7.8,25.0,40.0,poisson,6.0,2.5,16.0
73.43,7.62,25.0,140.0,squared_error,6.0,7.0,3.0
73.76,7.52,25.0,106.0,poisson,2.0,6.0,12.0
100.0,0.0,37.5,80.0,absolute_error,3.0,8.5,12.0
74.78,7.21,25.0,160.0,squared_error,18.0,5.75,10.0
100.0,0.0,37.5,120.0,absolute_error,19.0,2.5,17.0
100.0,0.0,37.5,180.0,absolute_error,10.0,1.5,9.0
75.35,5.85,0.0,140.0,squared_error,6.0,1.25,5.0
73.0,7.76,25.0,150.0,squared_error,13.0,6.25,5.0
100.0,0.0,37.5,110.0,absolute_error,12.0,4.75,17.0
99.68,0.09,0.0,130.0,absolute_error,9.0,4.980024069842652,8.0
72.2,8.01,25.0,190.0,poisson,11.0,7.25,4.0
100.0,0.0,37.5,40.0,absolute_error,7.0,6.25,2.0
100.0,0.0,37.5,30.0,absolute_error,20.0,4.5,20.0
100.0,0.0,37.5,30.0,absolute_error,13.0,9.5,13.0
71.82,8.13,25.0,80.0,poisson,20.0,6.25,5.0
99.62,0.1,0.0,110.0,absolute_error,10.0,4.5,10.513846292710907
78.07,6.21,0.0,20.0,poisson,13.0,0.0,10.57051609408454
76.32,6.74,0.0,106.0,squared_error,5.0,4.75,19.0
100.0,0.0,37.5,20.0,absolute_error,5.0,3.0,9.0
75.31,7.05,0.0,100.0,squared_error,16.0,7.25,6.0
73.0,8.96,25.0,80.0,squared_error,2.0,4.5,15.0
81.14,5.3,0.0,10.0,squared_error,14.0,1.25,18.0
64.18,33.03,37.5,50.0,squared_error,1.0,2.05416394201015,14.0
74.78,7.21,25.0,60.0,squared_error,16.0,0.0,20.0
73.29,7.67,25.0,150.0,poisson,20.0,1.75,5.0
72.93,7.78,25.0,110.0,squared_error,9.0,1.5,4.0
62.28,11.18,25.0,20.0,squared_error,9.0,8.25,18.0
100.0,0.0,37.5,10.0,absolute_error,5.0,7.5,18.0
75.46,7.0,0.0,170.0,squared_error,20.0,9.25,13.0
99.62,0.1,0.0,110.0,absolute_error,10.0,5.25,20.0
73.23,7.69,25.0,130.0,poisson,15.0,9.25,11.0
69.69,8.79,25.0,50.0,poisson,2.0,9.75,5.0
75.88,6.88,0.0,10.0,squared_error,10.0,6.75,2.0
67.44,6.97,25.0,30.0,squared_error,3.0,1.25,8.0
71.45,8.24,25.0,170.0,squared_error,13.0,0.0,7.0
72.82,7.81,25.0,170.0,poisson,8.0,3.5,15.0
73.87,7.49,25.0,150.0,poisson,12.0,7.75,9.0
100.0,0.0,37.5,150.0,absolute_error,4.0,1.25,2.0
100.0,0.0,37.5,90.0,absolute_error,18.0,5.5,5.0
73.86,7.49,25.0,140.0,poisson,2.0,8.75,17.0
99.17,0.22,0.0,50.0,absolute_error,15.0,0.0,11.0
74.76,7.22,25.0,110.0,poisson,2.0,8.75,18.0
73.6,7.57,25.0,160.0,poisson,12.0,4.991926006970596,10.467486008111697
76.73,7.73,0.0,80.0,squared_error,4.0,2.5,13.0
100.0,0.0,37.5,106.0,absolute_error,12.0,7.5,13.0
73.4,7.64,25.0,130.0,poisson,15.0,9.0,15.0
100.0,0.0,37.5,30.0,absolute_error,10.0,4.75,8.0
72.2,8.01,25.0,90.0,poisson,10.0,7.75,15.0
72.87,7.8,25.0,130.0,squared_error,4.0,6.0,16.0
72.68,7.86,25.0,70.0,poisson,12.0,4.5,15.0
77.63,6.34,0.0,20.0,squared_error,13.0,3.75,10.0
75.82,4.61,12.5,30.0,squared_error,4.0,2.5,14.0
72.06,8.43,25.0,110.0,squared_error,6.0,1.25,11.0
76.67,10.15,0.0,170.0,squared_error,1.0,3.5,13.0
72.43,7.94,25.0,150.0,squared_error,11.0,8.5,18.0
77.66,6.34,0.0,90.0,squared_error,3.0,6.75,9.0
100.0,0.0,37.5,140.0,absolute_error,6.0,5.198372040986483,4.0
74.93,7.16,25.0,200.0,poisson,6.0,9.25,10.439744710740145
72.41,7.94,25.0,110.0,poisson,19.0,4.961076295037948,15.0
72.56,7.9,25.0,140.0,poisson,15.0,6.0,20.0
74.35,7.34,25.0,190.0,squared_error,17.0,7.25,15.0
99.58,0.11,0.0,100.0,absolute_error,10.0,7.0,15.0
75.91,6.87,0.0,70.0,poisson,15.0,4.25,3.0
100.0,0.0,37.5,120.0,absolute_error,16.0,4.75,19.0
100.0,0.0,37.5,130.0,absolute_error,14.0,9.75,10.0
73.56,7.59,25.0,120.0,poisson,19.0,0.25,10.0
70.96,8.39,25.0,150.0,squared_error,10.0,4.5,2.0
73.75,7.53,25.0,130.0,poisson,4.0,2.0,7.0
100.0,0.0,37.5,30.0,absolute_error,20.0,0.25,9.0
76.0,6.84,12.5,20.0,poisson,3.0,1.0,17.0
78.22,6.17,0.0,30.0,squared_error,15.0,4.0,12.0
75.69,6.93,0.0,60.0,poisson,15.0,4.821730603870046,17.0
73.14,7.72,25.0,40.0,poisson,1.0,7.0,17.0
71.78,8.14,25.0,180.0,poisson,8.0,4.25,20.0
100.0,0.0,37.5,120.0,absolute_error,20.0,9.75,2.0
72.48,7.92,25.0,140.0,poisson,8.0,1.25,9.0
100.0,0.0,37.5,50.0,absolute_error,20.0,4.25,2.0
73.9,7.48,25.0,90.0,poisson,6.0,7.75,2.0
100.0,0.0,37.5,70.0,absolute_error,18.0,7.25,10.52786678642144
74.85,7.19,25.0,60.0,poisson,11.0,7.25,2.0
73.79,7.51,25.0,20.0,squared_error,2.0,9.75,10.0
100.0,0.0,37.5,120.0,absolute_error,11.0,7.0,5.0
75.29,7.36,0.0,160.0,squared_error,6.0,1.75,13.0
70.18,8.64,25.0,60.0,squared_error,19.0,4.953379457697974,14.0
100.0,0.0,37.5,100.0,absolute_error,9.0,2.75,19.0
73.77,7.52,25.0,130.0,poisson,20.0,6.0,19.0
71.34,8.28,25.0,130.0,squared_error,19.0,9.25,19.0
74.5,7.3,25.0,100.0,squared_error,13.0,4.0,18.0
72.35,9.75,25.0,180.0,squared_error,10.0,3.0,3.0
74.03,7.44,25.0,120.0,poisson,18.0,2.5,5.0
74.48,7.3,25.0,170.0,squared_error,17.0,7.0,13.0
99.78,0.06,0.0,190.0,absolute_error,19.0,6.0,5.0
74.05,7.44,25.0,180.0,squared_error,2.0,8.0,9.0
100.0,0.0,37.5,120.0,absolute_error,17.0,5.75,11.0
100.0,0.0,37.5,120.0,absolute_error,6.0,5.186719644493844,6.0
72.14,8.03,25.0,200.0,squared_error,15.0,6.25,15.0
81.43,-16.43,12.5,140.0,squared_error,1.0,0.0,17.0
76.71,6.62,0.0,100.0,poisson,10.0,8.5,10.0
74.46,7.31,25.0,90.0,poisson,20.0,9.75,10.515280821955415
72.3,7.98,25.0,60.0,poisson,11.0,8.25,10.0
74.69,7.24,25.0,70.0,squared_error,6.0,9.75,13.0
70.39,8.57,25.0,60.0,squared_error,8.0,6.75,19.0
99.77,0.06,0.0,180.0,absolute_error,7.0,8.75,16.0
77.83,6.28,0.0,106.0,squared_error,8.0,5.75,15.0
73.49,7.61,25.0,90.0,squared_error,17.0,3.5,18.0
74.85,7.19,25.0,200.0,poisson,2.0,7.5,17.0
73.79,7.51,25.0,120.0,poisson,9.0,4.995192692748982,2.0
75.45,8.76,0.0,190.0,squared_error,2.0,4.5,4.0
67.67,10.79,37.5,100.0,absolute_error,1.0,0.0,10.499284067641128
95.83,1.12,0.0,10.0,absolute_error,6.0,4.0,2.0
99.4,0.16,0.0,70.0,absolute_error,11.0,5.0,11.0
69.09,18.28,25.0,70.0,squared_error,3.0,0.75,19.0
74.66,7.25,25.0,140.0,squared_error,4.0,5.007734154396659,13.0
75.06,7.13,0.0,190.0,squared_error,10.0,2.25,7.0
70.91,8.41,25.0,150.0,squared_error,16.0,6.5,11.0
73.88,4.41,12.5,120.0,squared_error,4.0,3.0,12.0
75.26,7.06,0.0,160.0,squared_error,14.0,5.5,19.0
72.83,7.81,25.0,120.0,poisson,4.0,5.5,15.0
71.73,8.15,25.0,110.0,poisson,7.0,5.25,18.0
72.34,7.96,25.0,70.0,squared_error,13.0,1.75,14.0
100.0,0.0,37.5,130.0,absolute_error,6.0,0.75,9.0
73.64,7.56,25.0,180.0,poisson,13.0,8.75,5.0
75.25,7.07,0.0,160.0,squared_error,3.0,9.5,1.0
99.62,0.1,0.0,110.0,absolute_error,4.0,9.0,3.0
71.56,8.21,25.0,30.0,squared_error,12.0,5.5,5.0
76.09,7.31,25.0,140.0,squared_error,2.0,4.0,2.0
71.99,8.07,25.0,70.0,poisson,12.0,1.25,16.0
100.0,0.0,37.5,170.0,absolute_error,20.0,0.75,19.0
71.03,8.37,25.0,90.0,squared_error,20.0,3.5,19.0
73.03,7.75,25.0,106.0,poisson,5.0,7.5,10.0
100.0,0.0,37.5,80.0,absolute_error,17.0,6.75,3.0
73.54,7.59,25.0,120.0,poisson,14.0,4.0,10.0
75.45,7.01,0.0,200.0,squared_error,9.0,5.5,12.0
69.86,10.43,25.0,20.0,squared_error,3.0,1.5,7.0
73.36,7.65,25.0,120.0,squared_error,12.0,6.5,10.0
99.79,0.06,0.0,200.0,absolute_error,16.0,1.25,3.0
67.76,9.4,25.0,10.0,poisson,5.0,9.0,4.0
75.64,9.27,0.0,60.0,squared_error,2.0,5.25,3.0
72.34,7.96,25.0,170.0,squared_error,12.0,0.25,17.0
100.0,0.0,37.5,200.0,absolute_error,6.0,5.0,3.0
72.02,8.06,25.0,170.0,squared_error,13.0,2.75,9.0
100.0,0.0,37.5,180.0,absolute_error,1.0,9.25,5.0
72.24,7.99,25.0,140.0,squared_error,11.0,1.25,6.0
99.4,0.12,0.0,180.0,absolute_error,5.0,0.25,14.0
99.68,0.09,0.0,130.0,absolute_error,8.0,1.5,6.0
74.47,7.3,25.0,50.0,poisson,19.0,7.5,5.0
73.97,7.46,25.0,100.0,squared_error,12.0,1.25,11.0
73.2,7.7,25.0,50.0,squared_error,13.0,9.75,17.0
71.46,8.24,25.0,70.0,poisson,1.0,5.75,10.0
71.98,8.07,25.0,170.0,poisson,8.0,8.25,9.0
100.0,0.0,37.5,130.0,absolute_error,15.0,4.5,1.0
73.16,7.71,25.0,100.0,poisson,20.0,5.5,14.0
72.81,7.82,25.0,50.0,poisson,5.0,7.75,6.0
100.0,0.0,37.5,10.0,absolute_error,18.0,9.5,4.0
75.22,7.08,0.0,10.0,poisson,15.0,6.25,10.0
100.0,0.0,37.5,20.0,absolute_error,5.0,8.5,19.0
73.03,7.75,25.0,10.0,poisson,15.0,4.932944172979802,12.0
100.0,0.0,37.5,100.0,absolute_error,19.0,5.75,18.0
73.72,7.54,25.0,60.0,poisson,18.0,10.0,10.534505244714204
75.38,7.03,0.0,70.0,squared_error,10.0,1.0,10.0
100.0,0.0,37.5,70.0,absolute_error,17.0,5.157097669346934,17.0
73.46,7.61,25.0,140.0,poisson,2.0,9.5,3.0
100.0,0.0,37.5,140.0,absolute_error,5.0,5.172254149076484,15.0
74.01,7.45,25.0,60.0,poisson,14.0,8.25,12.0
100.0,0.0,37.5,140.0,absolute_error,2.0,8.5,4.0
100.0,0.0,37.5,120.0,absolute_error,18.0,3.25,11.0
74.18,7.95,25.0,140.0,poisson,2.0,1.25,9.0
75.19,7.09,0.0,140.0,squared_error,9.0,1.75,10.489828452707725
72.86,7.8,25.0,190.0,squared_error,11.0,8.75,4.0
71.38,8.26,25.0,60.0,poisson,20.0,1.75,17.0
100.0,0.0,37.5,160.0,absolute_error,3.0,2.25,16.0
69.61,8.82,25.0,50.0,squared_error,20.0,0.75,19.0
73.92,7.48,25.0,180.0,squared_error,13.0,5.75,4.0
75.8,6.9,0.0,170.0,poisson,18.0,8.5,11.0
72.82,7.82,25.0,200.0,poisson,1.0,9.75,13.0
74.1,7.42,25.0,90.0,squared_error,13.0,9.5,20.0
100.0,0.0,37.5,60.0,absolute_error,12.0,8.75,3.0
76.32,6.74,0.0,10.0,poisson,10.0,6.5,11.0
76.64,6.64,0.0,40.0,squared_error,6.0,7.5,1.0
83.77,4.52,0.0,10.0,squared_error,17.0,6.0,5.0
100.0,0.0,37.5,160.0,absolute_error,5.0,5.0,2.0
100.0,0.0,37.5,20.0,absolute_error,20.0,9.5,13.0
71.39,8.26,25.0,10.0,squared_error,3.0,5.25,1.0
72.15,8.02,25.0,110.0,squared_error,16.0,2.25,16.0
75.77,6.91,0.0,100.0,poisson,10.0,3.0,15.0
68.92,18.35,12.5,90.0,poisson,2.0,0.0,12.0
100.0,0.0,37.5,180.0,absolute_error,19.0,2.0,3.0
100.0,0.0,37.5,20.0,absolute_error,4.0,3.5,18.0
77.63,6.34,0.0,10.0,poisson,14.0,8.25,15.0
73.53,7.6,25.0,180.0,poisson,13.0,2.5,18.0
100.0,0.0,37.5,110.0,absolute_error,20.0,10.0,18.0
100.0,0.0,37.5,10.0,absolute_error,14.0,9.0,14.0
100.0,0.0,37.5,130.0,absolute_error,8.0,1.25,1.0
71.88,8.11,25.0,90.0,squared_error,20.0,1.0,7.0
72.52,7.91,25.0,200.0,squared_error,11.0,8.5,14.0
100.0,0.0,37.5,180.0,absolute_error,3.0,1.25,4.0
99.72,0.07,0.0,150.0,absolute_error,7.0,9.0,13.0
76.32,6.74,0.0,10.0,squared_error,5.0,9.0,11.0
72.49,7.92,25.0,70.0,squared_error,6.0,9.25,18.0
75.35,7.04,0.0,170.0,poisson,3.0,2.5,3.0
77.44,8.13,0.0,106.0,squared_error,2.0,4.5,1.0
70.18,8.64,25.0,30.0,squared_error,18.0,0.75,11.0
75.54,6.98,0.0,90.0,poisson,2.0,1.75,18.0
71.38,8.26,25.0,20.0,poisson,11.0,1.5,17.0
74.78,7.21,25.0,106.0,squared_error,11.0,0.75,20.0
72.37,7.95,25.0,106.0,squared_error,20.0,4.25,15.0
73.17,7.71,25.0,110.0,poisson,20.0,2.25,4.0
100.0,0.0,37.5,40.0,absolute_error,7.0,7.0,18.0
71.07,8.36,25.0,170.0,poisson,1.0,3.0,16.0
69.81,8.76,25.0,106.0,squared_error,19.0,7.5,15.0
66.69,4.33,25.0,130.0,squared_error,4.0,0.25,5.0
100.0,0.0,37.5,200.0,absolute_error,3.0,6.5,9.0
100.0,0.0,37.5,50.0,absolute_error,1.0,9.75,13.0
74.23,7.38,25.0,60.0,poisson,4.0,6.5,10.531762632452388
100.0,0.0,37.5,130.0,absolute_error,16.0,5.25,19.0
73.3,7.67,25.0,120.0,poisson,4.0,5.5,8.0
73.23,7.69,25.0,180.0,poisson,3.0,8.0,7.0
75.02,7.88,25.0,200.0,squared_error,2.0,5.75,3.0
73.78,7.52,25.0,140.0,squared_error,17.0,6.5,2.0
73.32,7.66,25.0,150.0,squared_error,18.0,7.75,1.0
99.54,0.12,0.0,90.0,absolute_error,19.0,4.0,10.529021293694854
75.68,6.94,0.0,106.0,poisson,20.0,9.75,2.0
72.16,8.02,25.0,150.0,poisson,14.0,8.75,3.0
100.0,0.0,37.5,120.0,absolute_error,17.0,8.75,2.0
77.52,6.38,0.0,20.0,poisson,17.0,2.75,7.0
100.0,0.0,37.5,120.0,absolute_error,14.0,3.5,4.0
73.46,7.61,25.0,20.0,poisson,16.0,9.25,20.0
79.5,5.78,0.0,40.0,squared_error,9.0,4.861342799661802,20.0
69.78,8.76,25.0,50.0,squared_error,18.0,0.5,8.0
99.44,0.15,0.0,150.0,absolute_error,17.0,4.9755266698285325,15.0
100.0,0.0,37.5,106.0,absolute_error,12.0,7.5,8.0
73.29,7.67,25.0,150.0,poisson,6.0,5.0,7.0
73.28,7.67,25.0,120.0,poisson,4.0,8.25,1.0
100.0,0.0,37.5,140.0,absolute_error,20.0,0.0,10.482545918488665
74.39,7.33,25.0,50.0,poisson,15.0,4.25,5.0
74.42,7.32,25.0,60.0,poisson,5.0,2.25,5.0
74.12,7.41,25.0,100.0,poisson,14.0,4.75,16.0
99.72,0.07,0.0,150.0,absolute_error,15.0,4.5,2.0
99.78,0.06,0.0,190.0,absolute_error,17.0,5.25,4.0
100.0,0.0,37.5,190.0,absolute_error,6.0,5.5,11.0
71.6,8.19,25.0,40.0,poisson,19.0,6.0,12.0
75.44,7.01,0.0,80.0,poisson,17.0,9.0,15.0
100.0,0.0,37.5,140.0,absolute_error,11.0,5.19299876277649,9.0
99.4,0.16,0.0,70.0,absolute_error,18.0,7.5,12.0
100.0,0.0,37.5,110.0,absolute_error,2.0,6.75,7.0
74.28,7.36,25.0,110.0,squared_error,9.0,4.75,6.0
75.42,7.01,0.0,150.0,poisson,9.0,3.25,10.483193675632075
75.51,6.99,0.0,90.0,poisson,13.0,9.25,3.0
100.0,0.0,37.5,20.0,absolute_error,16.0,10.0,4.0
100.0,0.0,37.5,120.0,absolute_error,11.0,9.5,19.0
71.13,8.34,25.0,170.0,poisson,3.0,8.25,15.0
100.0,0.0,37.5,30.0,absolute_error,14.0,0.75,20.0
73.54,7.59,25.0,110.0,squared_error,8.0,8.0,14.0
73.88,7.49,25.0,110.0,poisson,9.0,3.5,10.499973741777328
73.77,7.52,25.0,130.0,squared_error,13.0,0.0,6.0
75.81,6.89,0.0,170.0,poisson,8.0,7.5,16.0
74.11,7.42,25.0,160.0,squared_error,11.0,6.75,19.0
100.0,0.0,37.5,130.0,absolute_error,6.0,6.75,7.0
77.61,6.35,0.0,100.0,poisson,5.0,1.75,3.0
73.27,7.67,25.0,80.0,poisson,14.0,2.75,11.0
74.54,7.28,25.0,110.0,squared_error,9.0,4.25,18.0
75.3,7.05,0.0,160.0,squared_error,14.0,6.75,15.0
73.3,7.67,25.0,130.0,squared_error,12.0,1.5,8.0
74.35,7.34,25.0,180.0,squared_error,8.0,1.5,20.0
99.44,0.15,0.0,150.0,absolute_error,18.0,8.5,19.0
100.0,0.0,37.5,20.0,absolute_error,18.0,4.0,8.0
72.62,7.88,25.0,80.0,poisson,10.0,0.5,19.0
75.05,7.13,0.0,80.0,poisson,7.0,9.75,13.0
100.0,0.0,37.5,200.0,absolute_error,17.0,8.0,20.0
73.84,7.5,25.0,170.0,poisson,11.0,7.75,16.0
72.03,8.06,25.0,160.0,poisson,7.0,7.75,6.0
75.69,6.93,0.0,190.0,squared_error,8.0,4.25,10.456541476665514
100.0,0.0,37.5,40.0,absolute_error,20.0,8.5,12.0
100.0,0.0,37.5,200.0,absolute_error,13.0,8.25,14.0
73.31,7.66,25.0,130.0,poisson,13.0,7.25,11.0
74.14,7.41,25.0,150.0,squared_error,20.0,4.75,13.0
76.86,6.58,0.0,40.0,squared_error,13.0,5.5,19.0
75.96,6.85,0.0,80.0,squared_error,12.0,8.5,15.0
66.45,9.83,25.0,20.0,poisson,5.0,7.0,11.0
99.74,0.07,0.0,160.0,absolute_error,18.0,8.5,4.0
72.84,7.81,25.0,150.0,squared_error,14.0,5.029619327090229,3.0
100.0,0.0,37.5,80.0,absolute_error,6.0,1.25,6.0
72.61,7.88,25.0,106.0,squared_error,14.0,4.0,18.0
70.38,9.99,25.0,170.0,squared_error,3.0,3.5,15.0
73.85,7.5,25.0,170.0,poisson,17.0,9.0,17.0
99.31,0.19,0.0,120.0,absolute_error,10.0,1.0,11.0
75.73,6.92,0.0,130.0,poisson,9.0,2.25,4.0
99.77,0.06,0.0,180.0,absolute_error,12.0,2.5,1.0
73.09,7.73,25.0,70.0,poisson,9.0,2.25,18.0
100.0,0.0,37.5,130.0,absolute_error,8.0,5.0,5.0
78.89,5.96,0.0,40.0,poisson,4.0,6.0,14.0
63.16,10.89,25.0,20.0,poisson,11.0,2.0,5.0
99.54,0.12,0.0,180.0,absolute_error,14.0,1.25,5.0
73.77,7.52,25.0,50.0,poisson,16.0,1.0,17.0
100.0,0.0,37.5,80.0,absolute_error,8.0,0.5,20.0
70.34,8.59,25.0,40.0,poisson,9.0,0.25,4.0
72.95,7.77,25.0,30.0,squared_error,6.0,5.75,5.0
76.15,6.79,0.0,106.0,squared_error,13.0,2.0,7.0
73.72,7.54,25.0,190.0,poisson,7.0,1.75,15.0
95.83,0.17,0.0,170.0,absolute_error,6.0,0.0,1.0
72.47,7.92,25.0,130.0,poisson,13.0,4.0,17.0
66.89,9.69,25.0,20.0,squared_error,8.0,0.0,17.0
74.74,7.22,25.0,160.0,poisson,14.0,3.0,17.0
72.84,7.81,25.0,70.0,squared_error,17.0,8.0,19.0
71.39,8.26,25.0,150.0,squared_error,8.0,2.25,1.0
73.9,7.48,25.0,90.0,poisson,11.0,10.0,12.0
77.35,8.62,0.0,90.0,poisson,2.0,1.25,14.0
74.27,7.37,25.0,30.0,squared_error,5.0,9.75,10.0
72.53,7.9,25.0,120.0,poisson,18.0,0.25,1.0
100.0,0.0,37.5,10.0,absolute_error,11.0,0.5,16.0
69.3,8.92,25.0,150.0,poisson,10.0,4.0,9.0
100.0,0.0,37.5,180.0,absolute_error,4.0,10.0,9.0
71.73,8.15,25.0,150.0,poisson,4.0,3.5,7.0
100.0,0.0,37.5,90.0,absolute_error,17.0,8.75,4.0
75.36,7.03,0.0,110.0,poisson,7.0,8.25,13.0
100.0,0.0,37.5,140.0,absolute_error,4.0,8.75,7.0
100.0,0.0,37.5,150.0,absolute_error,18.0,3.25,2.0
76.32,6.74,0.0,10.0,poisson,12.0,8.5,10.576071139223988
100.0,0.0,37.5,106.0,absolute_error,16.0,4.75,14.0
73.27,7.67,25.0,80.0,poisson,18.0,6.0,1.0
99.62,0.1,0.0,110.0,absolute_error,6.0,3.75,17.0
99.78,0.06,0.0,190.0,absolute_error,7.0,9.25,14.0
73.8,7.51,25.0,106.0,poisson,4.0,10.0,11.0
74.22,7.38,25.0,200.0,squared_error,3.0,6.25,2.0
71.76,8.14,25.0,106.0,squared_error,5.0,7.25,16.0
100.0,0.0,37.5,150.0,absolute_error,12.0,3.0,1.0
73.48,7.61,25.0,160.0,poisson,15.0,2.25,9.0
100.0,0.0,37.5,80.0,absolute_error,15.0,5.5,3.0
72.11,6.51,25.0,160.0,squared_error,6.0,1.25,5.0
77.61,9.52,0.0,180.0,squared_error,3.0,2.0,16.0
75.83,6.89,0.0,100.0,squared_error,10.0,5.75,14.0
